Registry of SVHC intentions until outcome
Note: Group entries are split in different rows.
Export date: 15-mai-2024 09:15:19
Last updated 05-mars-2024. Database contains 262 unique substances/entries.

"Substance Identifier"	""	
"Expected date of submission (from)"	""	
"Expected date of submission (to)"	""	
"Withdrawal date (from)"	""	
"Withdrawal date (to)"	""	
"Submitter"	""	
"Status"	""	
"Scope (operator is and)"	"true"	
"Scopes"
"Date of intention (from)"	""	
"Date of intention (to)"	""	
"Date of MSC opinion (from)"	""	
"Date of MSC opinion (to)"	""	
"Date of MSC agreement (from)"	""	
"Date of MSC agreement (to)"	""	
"Date of inclusion in Candidate List (from)"	""	
"Date of inclusion in Candidate List (to)"	""	



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Further substance information"	"CLP Annex VI index number"	"Status"	"Date of intention"	"Expected date of submission"	"Submitted for accordance check"	"Withdrawal date"	"Submitter"	"Remarks"	"Scope"	"Start of consultation"	"End of consultation"	"Consultation document"	"RCOM (Comments received)"	"Year of MSC agreement"	"MSC Agreement"	"Date of MSC agreement"	"Support documents"	"MSC Opinion"	"Date of MSC opinion"	"Minority position"	"Date of inclusion in Candidate List"	"Latest update"	"First published"	
"4-(4-methylhexan-2-yl)phenol"	""	"-"	"71945-81-8"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(3-methylhexan-3-yl)phenol"	""	"854-958-7"	"30784-32-8"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(2,2-dimethylpentan-3-yl)phenol"	""	"-"	"861010-65-3"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(5-methylhexan-3-yl)phenol"	""	"-"	"854904-92-0"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(heptan-3-yl)phenol"	""	"-"	"6465-74-3"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(heptan-2-yl)phenol"	""	"-"	"6863-24-7"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(heptan-4-yl)phenol"	""	"-"	"6465-71-0"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(3-ethylpentyl)phenol"	""	"-"	"911370-98-4"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(3-methylhexyl)phenol"	""	"-"	"102570-52-5"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(4-methylhexyl)phenol"	""	"-"	"1139800-98-8"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(5-methylhexyl)phenol"	""	"-"	"100532-36-3"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(2,4-dimethylpentan-3-yl)phenol"	""	"-"	"1824346-00-0"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(2,3-dimethylpentan-2-yl)phenol"	""	"854-135-2"	"861011-60-1"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"Phenol, 4-(1-ethyl-1,2-dimethylpropyl)-"	""	"-"	"30784-27-1"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"Phenol, 4-tert-heptyl-"	""	"-"	"288864-02-8"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4-(5-methylhexan-2-yl)phenol"	""	"-"	"857629-71-1"	""	""	"Identified SVHC"	"05-juil.-2016"	"08-août-2016"	"08-août-2016"	""	"Austria"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/3ce7fab5-549c-824e-1ca3-30df6fbf571d"	"https://echa.europa.eu/documents/10162/3987dd12-f0e0-e8b0-aa75-d335c3bd2f6b"	"2016"	"https://echa.europa.eu/documents/10162/2ebc35c4-d7fe-4199-6f8c-bc709ab706e2"	"14-déc.-2016"	"https://echa.europa.eu/documents/10162/9c530aea-8ed4-0f73-8478-0a502fa88caa""https://echa.europa.eu/documents/10162/057985fa-9093-023c-71a1-a9e59b67ef5d"	""	""	""	"12-janv.-2017"	"04-janv.-2022"	"28-févr.-2018"	
"4,4'-isopropylidenediphenol"	""	"201-245-8"	"80-05-7"	""	"604-030-00-0"	"Identified SVHC"	"08-févr.-2016"	"08-août-2016"	"08-août-2016"	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"06-sept.-2016"	"21-oct.-2016"	"https://echa.europa.eu/documents/10162/128539e8-bdd7-6db6-d967-3e32c2036eea"	"https://echa.europa.eu/documents/10162/8b563f88-a2c6-a9cb-d8e2-4726a956be79""https://echa.europa.eu/documents/10162/dda95618-6296-0542-9490-050b326f5055""https://echa.europa.eu/documents/10162/f4c419af-b6b5-4ca3-1ef1-538313748f1b"	""	"https://echa.europa.eu/documents/10162/7111736b-a218-d4f5-d332-726ad944cd77""https://echa.europa.eu/documents/10162/5d1c6716-bdda-ab0b-b6ef-d4d8e6cae115""https://echa.europa.eu/documents/10162/9e30cd76-8c46-4883-b8e6-dccd1d6c401a"	""	"https://echa.europa.eu/documents/10162/88db7f51-de04-7882-6dba-181e589c8211""https://echa.europa.eu/documents/10162/a5bcba58-8f3f-742c-426d-25ee834c1164""https://echa.europa.eu/documents/10162/6829b409-2e77-0fda-1169-ba8fb0e9d523"	""	""	""	"12-janv.-2017"	"07-déc.-2021"	"28-févr.-2018"	
"Benzo[def]chrysene"	""	"200-028-5"	"50-32-8"	""	"601-032-00-3"	"Identified SVHC"	"20-oct.-2015"	"01-févr.-2016"	"01-févr.-2016"	""	"Germany"	""	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)""Toxic for reproduction (Article 57c)""PBT (Article 57d)""vPvB (Article 57e)"	"29-févr.-2016"	"14-avr.-2016"	"https://echa.europa.eu/documents/10162/932302c1-2a0c-9472-adee-3ee23cd82e06"	"https://echa.europa.eu/documents/10162/7c8de88a-a2e6-d234-ae66-a70bc29d41cf"	"2016"	"https://echa.europa.eu/documents/10162/c2f50ffa-73ab-82e4-d753-1c3880bfb4de"	"27-mai-2016"	"https://echa.europa.eu/documents/10162/567d4dba-3c5b-0fbf-a019-b8dde9db40e3"	""	""	""	"20-juin-2016"	"07-déc.-2021"	"28-févr.-2018"	
"1,7,7-trimethyl-3-(phenylmethylene)bicyclo[2.2.1]heptan-2-one"	""	"239-139-9"	"15087-24-8"	""	""	"Identified SVHC"	"24-juin-2015"	"01-févr.-2016"	"01-févr.-2016"	""	"Germany"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"29-févr.-2016"	"14-avr.-2016"	"https://echa.europa.eu/documents/10162/401ff3c9-7417-37d6-4b5e-41ed234e4bdc"	"https://echa.europa.eu/documents/10162/846cdcc8-b38b-4bd2-a1d4-cb14d4e6f7d9"	""	""	""	"https://echa.europa.eu/documents/10162/22129023-8f18-e091-1898-9c0d1a50cc2b""https://echa.europa.eu/documents/10162/4d21d0ef-2bfc-9a11-493d-f6d972526f20""https://echa.europa.eu/documents/10162/c66552b9-0d76-5687-f282-325dcd12e474"	"https://echa.europa.eu/documents/10162/b7b535e4-2930-f0da-0798-b56cfc17f3b1"	"08-juin-2016"	"https://echa.europa.eu/documents/10162/b5f42289-a170-b280-eb5b-1cefeb9a7a96"	"15-janv.-2019"	"07-déc.-2021"	"28-févr.-2018"	
"Perfluorononan-1-oic-acid and its sodium and ammonium salts"	""	"-"	"-"	""	""	"Identified SVHC"	"31-mars-2015"	"03-août-2015"	"03-août-2015"	""	"Sweden"	""	"Toxic for reproduction (Article 57c)""PBT (Article 57d)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/787be182-04bf-d3d4-8b7a-be7613f33e25"	"https://echa.europa.eu/documents/10162/fa3815ba-e8dd-ed30-077a-afdc02a5e5d8"	"2015"	"https://echa.europa.eu/documents/10162/1ba092ac-8bb9-2d19-09fe-5da23901025c"	"30-nov.-2015"	"https://echa.europa.eu/documents/10162/e5e70c60-fac1-6034-a94c-603100c982fc"	""	""	""	"17-déc.-2015"	"07-déc.-2021"	"28-févr.-2018"	
"Ammonium salts of perfluorononan-1-oic-acid"	""	"-"	"4149-60-4"	""	""	"Identified SVHC"	"31-mars-2015"	"03-août-2015"	"03-août-2015"	""	"Sweden"	""	"Toxic for reproduction (Article 57c)""PBT (Article 57d)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/787be182-04bf-d3d4-8b7a-be7613f33e25"	"https://echa.europa.eu/documents/10162/fa3815ba-e8dd-ed30-077a-afdc02a5e5d8"	"2015"	"https://echa.europa.eu/documents/10162/1ba092ac-8bb9-2d19-09fe-5da23901025c"	"30-nov.-2015"	"https://echa.europa.eu/documents/10162/e5e70c60-fac1-6034-a94c-603100c982fc"	""	""	""	"17-déc.-2015"	"07-déc.-2021"	"28-févr.-2018"	
"Perfluorononan-1-oic acid"	""	"206-801-3"	"375-95-1"	""	""	"Identified SVHC"	"31-mars-2015"	"03-août-2015"	"03-août-2015"	""	"Sweden"	""	"Toxic for reproduction (Article 57c)""PBT (Article 57d)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/787be182-04bf-d3d4-8b7a-be7613f33e25"	"https://echa.europa.eu/documents/10162/fa3815ba-e8dd-ed30-077a-afdc02a5e5d8"	"2015"	"https://echa.europa.eu/documents/10162/1ba092ac-8bb9-2d19-09fe-5da23901025c"	"30-nov.-2015"	"https://echa.europa.eu/documents/10162/e5e70c60-fac1-6034-a94c-603100c982fc"	""	""	""	"17-déc.-2015"	"07-déc.-2021"	"28-févr.-2018"	
"Sodium salts of perfluorononan-1-oic-acid"	""	"-"	"21049-39-8"	""	""	"Identified SVHC"	"31-mars-2015"	"03-août-2015"	"03-août-2015"	""	"Sweden"	""	"Toxic for reproduction (Article 57c)""PBT (Article 57d)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/787be182-04bf-d3d4-8b7a-be7613f33e25"	"https://echa.europa.eu/documents/10162/fa3815ba-e8dd-ed30-077a-afdc02a5e5d8"	"2015"	"https://echa.europa.eu/documents/10162/1ba092ac-8bb9-2d19-09fe-5da23901025c"	"30-nov.-2015"	"https://echa.europa.eu/documents/10162/e5e70c60-fac1-6034-a94c-603100c982fc"	""	""	""	"17-déc.-2015"	"07-déc.-2021"	"28-févr.-2018"	
"Nitrobenzene"	""	"202-716-0"	"98-95-3"	""	"609-003-00-7"	"Identified SVHC"	"08-juil.-2015"	"03-août-2015"	"03-août-2015"	""	"Austria"	""	"Toxic for reproduction (Article 57c)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/1bcbb6f3-a9b2-c056-e1ea-9df7ce5bb7e8"	"https://echa.europa.eu/documents/10162/ca196e15-e490-a100-78e7-53a81d3a4282"	""	""	""	"https://echa.europa.eu/documents/10162/a0c06967-07ff-fbdf-8cf0-4022809fc31a"	""	""	""	"17-déc.-2015"	"03-déc.-2021"	"28-févr.-2018"	
"Hexamethylene diacrylate"	""	"235-921-9"	"13048-33-4"	""	"607-109-00-8"	"Not identified as SVHC in this process"	"15-avr.-2015"	"03-août-2015"	"03-août-2015"	""	"Sweden"	""	"Skin sensitising properties (Article 57(f) - human health)"	"31-août-2015"	"15-oct.-2015"	""	"https://echa.europa.eu/documents/10162/68bd159b-c3e9-332a-f0e4-c412fe0a643a"	""	""	""	"https://echa.europa.eu/documents/10162/c9a6b125-a05b-8578-4c80-e2b093329c0c"	"https://echa.europa.eu/documents/10162/1eaa3c46-4c4c-cfe0-a773-f7cacefe2fc2"	"10-déc.-2015"	"https://echa.europa.eu/documents/10162/234e920c-1e82-aba0-09c4-5d3bab9f8d1d"	""	"25-sept.-2019"	"28-févr.-2018"	
"Dicyclohexyl phthalate"	""	"201-545-9"	"84-61-7"	""	"607-719-00-4"	"Identified SVHC"	"20-mars-2015"	"03-août-2015"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - human health)"	"31-août-2015"	""	""	"https://echa.europa.eu/documents/10162/734a7d9c-12ba-d3d4-a167-97d40cba0234"	""	""	""	"https://echa.europa.eu/documents/10162/ad7a4e8d-da70-da9d-ff69-ab84b8b2738d""https://echa.europa.eu/documents/10162/2075724d-fda9-b6d8-17c7-eb961f62347f""https://echa.europa.eu/documents/10162/e8a7e69c-1481-8c8d-6788-844eeeba5282"	"https://echa.europa.eu/documents/10162/84987312-1a1d-e702-7ce4-836b230545d5"	"09-juin-2016"	"https://echa.europa.eu/documents/10162/4320d05d-f190-4647-802d-b05b1de91e79"	"27-juin-2018"	"07-déc.-2021"	"28-févr.-2018"	
"2-(2H-benzotriazol-2-yl)-4-(tert-butyl)-6-(sec-butyl)phenol"	""	"253-037-1"	"36437-37-3"	""	""	"Identified SVHC"	"24-juin-2015"	"03-août-2015"	"03-août-2015"	""	"Germany"	""	"vPvB (Article 57e)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/8b4829f4-662e-75f8-c8e3-c69b2cb2441c"	"https://echa.europa.eu/documents/10162/72f71ef4-d596-e4c5-4a51-3ceb7c6468d5"	""	""	""	"https://echa.europa.eu/documents/10162/09b09448-daf5-6fd2-0eec-a5dc6e63f9ed"	""	""	""	"17-déc.-2015"	"03-déc.-2021"	"28-févr.-2018"	
"2,4-di-tert-butyl-6-(5-chlorobenzotriazol-2-yl)phenol"	""	"223-383-8"	"3864-99-1"	""	""	"Identified SVHC"	"24-juin-2015"	"03-août-2015"	"03-août-2015"	""	"Germany"	""	"vPvB (Article 57e)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/132d3ee5-81d9-5bdd-fcea-aced5c656411"	"https://echa.europa.eu/documents/10162/a47b7034-8790-a927-68a3-9600109f3c2d"	""	""	"14-juin-2013"	"https://echa.europa.eu/documents/10162/fe2f4a9a-e333-850d-310a-8237bdc12fbe"	""	""	""	"17-déc.-2015"	"03-déc.-2021"	"28-févr.-2018"	
"1,3-propanesultone"	""	"214-317-9"	"1120-71-4"	""	"016-032-00-3"	"Identified SVHC"	"13-mai-2015"	"03-août-2015"	"03-août-2015"	""	"ECHA"	""	"Carcinogenic (Article 57a)"	"31-août-2015"	"15-oct.-2015"	"https://echa.europa.eu/documents/10162/908b8f4b-7923-909b-d50e-cdeab99236b5"	"https://echa.europa.eu/documents/10162/09d63751-2a34-df0a-6750-600f5c3e02f9"	""	""	""	"https://echa.europa.eu/documents/10162/438a0b84-2660-9366-e728-8ac5d9e404e6"	""	""	""	"17-déc.-2015"	"07-déc.-2021"	"28-févr.-2018"	
"5-sec-butyl-2-(2,4-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane [1], 5-sec-butyl-2-(4,6-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane [2]"	"covering any of the individual stereoisomers of [1] and [2] or any combination thereof"	"-"	"-"	""	""	"Identified SVHC"	"03-déc.-2014"	"02-févr.-2015"	"02-févr.-2015"	""	""	""	"vPvB (Article 57e)"	"02-mars-2015"	"16-avr.-2015"	"https://echa.europa.eu/documents/10162/9c2383ab-cdff-9bf4-8efd-6d5ef0930106"	"https://echa.europa.eu/documents/10162/6198ebbd-0fdf-eb14-6626-687cac1e8379"	"2015"	"https://echa.europa.eu/documents/10162/14857a33-717d-74f8-37ca-92db57a733d8"	"29-mai-2015"	"https://echa.europa.eu/documents/10162/3e321219-354c-6e21-d779-46e3850017d1"	""	""	""	"15-juin-2015"	"07-déc.-2021"	"28-févr.-2018"	
"Reaction mass of 5-[(2R)-butan-2-yl]-2-[(1R,2R)-2,4-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2R)-butan-2-yl]-2-[(1R,6R)-4,6-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2S)-butan-2-yl]-2-[(1R,2R)-2,4-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2S)-butan-2-yl]-2-[(1S,2R)-2,4-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2S)-butan-2-yl]-2-[(1S,6R)-4,6-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane"	""	"700-927-7"	"-"	""	""	"Identified SVHC"	"03-déc.-2014"	"02-févr.-2015"	"02-févr.-2015"	""	""	""	"vPvB (Article 57e)"	"02-mars-2015"	"16-avr.-2015"	"https://echa.europa.eu/documents/10162/9c2383ab-cdff-9bf4-8efd-6d5ef0930106"	"https://echa.europa.eu/documents/10162/6198ebbd-0fdf-eb14-6626-687cac1e8379"	"2015"	"https://echa.europa.eu/documents/10162/14857a33-717d-74f8-37ca-92db57a733d8"	"29-mai-2015"	"https://echa.europa.eu/documents/10162/3e321219-354c-6e21-d779-46e3850017d1"	""	""	""	"15-juin-2015"	"07-déc.-2021"	"28-févr.-2018"	
