Nom chimique/DCI,Dénomination commune du glossaire des ingrédients,Numéro CAS,Numéro CE,"Type de produit, parties du corps",Concentration maximale dans les préparations prêtes à l'emploi,Autres,
,,,,b) Produits destinés à la coloration des cils,,"b) Après mélange dans des conditions d'oxydation, la concentration maximale appliquée aux cils ne doit pas dépasser 0,5 %
 b) Usage professionnel",
Acétate de 2-méthyl-1-naphtalénol,1-Acetoxy-2-Methylnaphthalene,5697-02-09,454-690-7,Substance utilisée dans des teintures capillaires oxydantes,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 2,0 % (lorsque les deux substances 2-Methyl-1-Naphthol et 1-Acetoxy-2-Methylnaphthalene sont présentes dans une préparation pour teinture capillaire, la teneur maximale en 2-Methyl-1-Naphthol appliquée à la chevelure ne doit pas dépasser 2,0 %).","Le rapport de mélange doit figurer sur l’étiquetage.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne colorez pas vos cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
1-hydroxy-2-méthylnaphtalène,2-Methyl-1-Naphthol,7469-77-4,231-265-2,Substance utilisée dans des teintures capillaires oxydantes,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 2,0 % (lorsque les deux substances 2-Methyl-1-Naphthol et 1-Acetoxy-2-Methylnaphthalene sont présentes dans une préparation pour teinture capillaire, la teneur maximale en 2-Methyl-1-Naphthol appliquée à la chevelure ne doit pas dépasser 2,0 %).","Le rapport de mélange doit figurer sur l’étiquetage.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne colorez pas vos cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
"5,7-dinitro-8-oxydonaphtalène-2-sulfonate de disodium CI 10316",Acid Yellow 1,846-70-8,212-690-2,a) Substance utilisée dans des teintures capillaires oxydantes,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,0 %.","a) Le rapport de mélange doit figurer sur l’étiquetage.
 Pour a) et b):
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne colorez pas vos cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Substance utilisée dans des teintures capillaires non oxydantes,"b) 0,2 %",,
4-Amino-3-nitrophenol,4-Amino-3-nitrophenol,610-81-1,210-236-8,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,5 %.","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 1,0 %",,"b) 
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
"2,7-Naphthalenediol","2,7-Naphthalenediol",582-17-2,209-478-7,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,0 %.","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 1,0 %",,
m-Aminophénol et ses sels,"m-Aminophenol
 m-Aminophenol HCl
 m-Aminophenol sulfate",591-27-5 / 51-81-0 / 68239-81-6/38171-54-9,209-711-2 / 200-125-2 / 269-475-1,a) Colorant d’oxydation pour la coloration des cheveux,,"Pour a) et b): après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ou aux cils ne doit pas dépasser 1,2 %. ◄","►M4   
 a) Doit figurer sur l’étiquetage: 
 le ratio de mélange. 
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères. 
 Lire et suivre les instructions. 
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans. 
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie. 
 Ne vous colorez pas les cheveux si: 
 — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»
 
  ◄"
,,,,►M4   b) Produits destinés à la coloration des cils,,b) Usage professionnel uniquement ◄,"►M4   
 b) Doit figurer sur l’étiquetage: 
 le ratio de mélange. 
 «Réservé aux professionnels. 
 Ce produit peut provoquer des réactions allergiques sévères. 
 Lire et suivre les instructions. 
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans. 
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie. 
 Ne pas utiliser pour colorer les cils: 
 — d’une personne présentant une éruption cutanée sur le visage ou un cuir chevelu sensible, irrité ou abîmé,
 
  — d’une personne ayant déjà fait une réaction après avoir coloré ses cheveux ou ses cils,
 
  — d’une personne ayant fait par le passé une réaction à un tatouage temporaire noir à base de henné.»
 
  ◄"
"6-Hydroxy-3,4-dimethyl-2-pyridone","2,6-Dihydroxy-3,4-dimethylpyridine",84540-47-6,283-141-2,Colorant d’oxydation pour la coloration des cheveux,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,0 %.","Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
1-Hydroxy-3-nitro-4-(3-hydroxypro-pylamino)benzène (18),4-Hydroxypropylamino-3-nitrophenol,92952-81-3,406-305-9,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 2,6 % calculée en base libre.
 a) et b):
  — Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 2,6 %",,
1-[(2′-Méthoxyéthyl) amino]-2-nitro-4-[di-(2′-hydroxyéthyl) amino]benzène (18),HC Blue No 11,23920-15-2,459-980-7,Colorant non oxydant pour la coloration des cheveux,"2,0 %","— Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",
2-(4-Méthyl-2-nitrophénylamino)éthanol,Hydroxyethyl-2-Nitro-p-Toluidine,100418-33-5,408-090-7,a) Substance utilisée dans des teintures capillaires oxydantes,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,0 %.
 Pour a) et b):
  — ne pas utiliser avec des agents de nitrosation,
 
  — teneur maximale en nitrosamines: 50 μg/kg,
 
  — à conserver dans des récipients sans nitrite.","a) Le rapport de mélange doit figurer sur l’étiquetage.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne colorez pas vos cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Substance utilisée dans des teintures capillaires non oxydantes,"b) 1,0 %",,
"1-Hydroxy-2-bêta-hydroxyéthyla-mino-4,6-dinitrobenzène",2-Hydroxyethylpicramic acid,99610-72-7,412-520-9,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,5 %.
 a) et b):
  — Ne pas utiliser avec des agents de nitrosation
 
  — Concentration maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 2,0 %",,
p-Methylaminophenol et son sulfate,"p-Methylaminophenol
 p-Methylaminophenolsulfate",150-75-4/55-55-0/1936-57-8,205-768-2/200-237-1/217-706-1,Colorant d’oxydation pour la coloration des cheveux,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 0,68 % (en sulfate).
  — Ne pas utiliser avec des agents de nitrosation
 
  — Concentration maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite","Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
"1-Propanol, 3-[[4-[bis(2- hydroxyéthyl)amino]-2- nitrophényl]amino] (18)",HC Violet No 2,104226-19-9,410-910-3,Colorant non oxydant pour la coloration des cheveux,"2,0 %","— Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",Peut provoquer une réaction allergique
1-(bêta-Hydroxyéthyl) amino-2-nitro-4-N-éthyl-N- (bêta-hydroxyéthyl) aminobenzène et son chlorhydrate,HC Blue No 12,104516-93-0/132885-85-9 (HCl),-/407-020-2,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 0,75 % (en chlorhydrate).
 a) et b):
  — Ne pas utiliser avec des agents de nitrosation
 
  — Concentration maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 1,5 % (en chlorhydrate)",,
"4,4′-[1,3-Propanediylbis(oxy)] bisbenzène-1,3-diamine et son sel de tétrahydrochlorure (18)","1,3-bis-(2,4-Diaminophenoxy)propane
 1,3-bis-(2,4-Diaminophenoxy)propane HCl",81892-72-0/74918-21-1,279-845-4/278-022-7,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,2 % calculée en base libre (1,8 % en sel de tétrahydrochlorure).","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 1,2 % en base libre (1,8 % en sel de tétrahydrochlorure)",,b) Peut provoquer une réaction allergique
"3-Amino-2,4-dichlorophenol et son chlorhydrate","3-Amino-2,4-dichlorophenol
 3-Amino-2,4-dichlorophenol HCl",61693-42-3/61693-43-4,262-909-0/-,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,5 % (en chlorhydrate).","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 1,5 % (en chlorhydrate)",,
3-Méthyl-1-phényl-5-pyrazolone,Phenyl methyl pyrazolone,89-25-8,201-891-0,Colorant d’oxydation pour la coloration des cheveux,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 0,25 %.","Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
5-[(2-Hydroxyéthyl)amino]-o-crésol,2-Methyl-5-Hydroxyethyl Aminophenol,55302-96-0,259-583-7,a) Colorant d’oxydation pour la coloration des cheveux,,"Pour a) et b): après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ou aux cils ne doit pas dépasser 1,5 %.
  — Ne pas utiliser avec des agents de nitrosation.
 
  — Teneur maximale en nitrosamine: 50 μg/kg.
 
  — À conserver en récipients sans nitrite ◄","►M4   
 a) Doit figurer sur l’étiquetage: 
 le ratio de mélange. 
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères. 
 Lire et suivre les instructions. 
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans. 
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie. 
 Ne vous colorez pas les cheveux si: 
 — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»
 
  ◄"
,,,,►M4   b) Produits destinés à la coloration des cils,,b) Usage professionnel uniquement ◄,"►M4   
 b) Doit figurer sur l’étiquetage: 
 le ratio de mélange. 
 «Réservé aux professionnels. 
 Ce produit peut provoquer des réactions allergiques sévères. 
 Lire et suivre les instructions. 
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de seize ans. 
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie. 
 Ne pas utiliser pour colorer les cils: 
 — d’une personne présentant une éruption cutanée sur le visage ou un cuir chevelu sensible, irrité ou abîmé,
 
  — d’une personne ayant déjà fait une réaction après avoir coloré ses cheveux ou ses cils,
 
  — d’une personne ayant fait par le passé une réaction à un tatouage temporaire noir à base de henné.
 
 
 Rincer immédiatement les yeux si le produit entre en contact avec ceux-ci.»  ◄"
"3,4-Dihydro-2H-1,4-benzoxazine-6-ol",Hydroxybenzomorpholine,26021-57-8,247-415-5,Colorant d’oxydation pour la coloration des cheveux,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,0 %.
  — Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite","Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
"1,5-Di-(bêta-Hydroxyéthylamino)-2-nitro-4-chlorobenzène (18)",HC Yellow No 10,109023-83-8,416-940-3,Colorant non oxydant pour la coloration des cheveux,"0,1 %","— Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",
"2,6- Diméthoxy-3,5-pyridine-diamine et son chlorhydrate","2,6-Dimethoxy-3,5-pyridinediamine;
 2,6-Dimethoxy-3,5-pyridinediamine HCl",56216-28-5/85679-78-3,260-062-1/-,Colorant d’oxydation pour la coloration des cheveux,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 0,25 % (en chlorhydrate).","Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
1-(bêta-Aminoéthyl)amino-4-(bêta-hydroxyéthyl)oxy-2-nitrobenzène et ses sels,HC Orange No 2,85765-48-6,416-410-1,Colorant non oxydant pour la coloration des cheveux,"1,0 %","— Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite","Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
2-[(4-Amino-2-méthyl-5-nitrophényl) amino] éthanol et ses sels,HC Violet No 1,82576-75-8,417-600-7,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 0,25 %.
 a) et b)
  — Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 0,28 %",,"b) 
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
2-[3-(Méthylamino)-4-nitrophénoxy] éthanol (18),3-Methylamino-4-nitrophenoxyethanol,59820-63-2,261-940-7,Colorant non oxydant pour la coloration des cheveux,"0,15 %","— Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",
2-[(2-Méthoxy-4-nitrophényl)amino]éthanol et ses sels,2-Hydroxyethylamino-5-nitroanisole,66095-81-6,266-138-0,Colorant non oxydant pour la coloration des cheveux,"0,2 %","— Ne pas utiliser avec des agents de nitrosation
 
  — Teneur maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",
"2,2′-[(4-Amino-3-nitrophényl)imino]biséthanol et son chlorhydrate",HC Red No 13,29705-39-3/94158-13-1,-/303-083-4,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,25 % (en chlorhydrate).","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 2,5 % (en chlorhydrate)",,
"Naphtalène-1,5-diol","1,5-Naphthalenediol",83-56-7,201-487-4,a) Colorant d’oxydation pour la coloration des cheveux,,"a) Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 1,0 %.","a) Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
,,,,b) Colorant non oxydant pour la coloration des cheveux,"b) 1,0 %",,
Hydroxypropyl bis(N- hydroxyéthyl-p-phénylènediamine) et son sel de tétrahydrochlorure,Hydroxypropyl bis(N-hydroxyethyl-p-phenylenediamine) HCl,128729-30-6/128729-28-2,-/416-320-2,Colorant d’oxydation pour la coloration des cheveux,,"Après mélange dans des conditions d’oxydation, la teneur maximale appliquée à la chevelure ne doit pas dépasser 0,4 % (en tétrahydrochlorure).","Doit figurer sur l’étiquetage:
 le ratio de mélange.
 «Les colorants capillaires peuvent provoquer des réactions allergiques sévères.
 Lire et suivre les instructions.
 Ce produit n’est pas destiné à être utilisé sur les personnes de moins de 16 ans.
 Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d’allergie.
 Ne vous colorez pas les cheveux si:
  — vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé,
 
  — vous avez déjà fait une réaction après avoir coloré vos cheveux,
 
  — vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné.»"
